locality;property_type;property_subtype;price;sale_type;bedroom_count;bathroom_count;net_Habital_surface;kitchen;furnished;open_fire;terrace;terrace_surface;garden;garden_surface;land_surface;land_plot_surface;facade_count;pool;building_state
Antwerp;HOUSE;APARTMENT_BLOCK;535000;FOR_SALE;4;4;180;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;;;;;50;200;3;;AS_NEW
Heist-aan-Zee;HOUSE;MANSION;535000;FOR_SALE;5;3;;;0;0;;;;;105;0;2;0;
Dilsen-Stokkem;HOUSE;APARTMENT_BLOCK;535000;FOR_SALE;6;6;;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;;;;;0;0;3;;
Blankenberge;APARTMENT_GROUP;APARTMENT_GROUP;;FOR_SALE;;;;;;0;;;;;;0;;;
Petit-Rechain;HOUSE;HOUSE;534604;FOR_SALE;4;2;265;{'surface': 16, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;87;;;462;0;4;;AS_NEW
Gent;APARTMENT;APARTMENT;534500;FOR_SALE;3;1;165;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;15;;;;0;;0;AS_NEW
Gent;APARTMENT;APARTMENT;534500;FOR_SALE;2;1;165;;0;0;1;15;;;;0;;0;AS_NEW
Antwerp;APARTMENT;LOFT;534500;FOR_SALE;1;1;110;;0;0;1;;;;;0;;;
Oudenaarde;HOUSE;HOUSE;546865;FOR_SALE;4;1;;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;;;;;1659;0;4;0;AS_NEW
PETIT-ROEULX-LEZ-NIVELLES;HOUSE;HOUSE;534029;FOR_SALE;4;1;198;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;25;1;;649;0;;;
Grimbergen Humbeek;HOUSE;MIXED_USE_BUILDING;534000;FOR_SALE;5;2;190;;0;0;1;8;;;1066;0;3;;
Wezembeek-Oppem;HOUSE;HOUSE;534000;FOR_SALE;3;;;;0;0;;;;;391;0;;0;
Opwijk;HOUSE;HOUSE;533906;FOR_SALE;3;1;133;;;0;;;;;992;0;;0;
Herne;HOUSE;VILLA;533157;FOR_SALE;3;;;;;0;;;;;500;0;4;;AS_NEW
Heusy;HOUSE;HOUSE;532983;FOR_SALE;4;3;223;{'surface': 15, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;42;;;588;0;3;;
Alken;HOUSE;VILLA;532800;FOR_SALE;3;1;203;{'surface': 13, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;20;1;300;679;0;4;;AS_NEW
Harelbeke;HOUSE;HOUSE;532628;FOR_SALE;3;1;230;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;;;;;503;0;;0;
Galmaarden;HOUSE;COUNTRY_COTTAGE;532000;FOR_SALE;3;1;187;{'surface': 18, 'type': None, 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;;;;;2403;421;4;0;TO_RENOVATE
Berlare;APARTMENT_GROUP;APARTMENT_GROUP;;FOR_SALE;;;;;;0;;;;;;0;;;
Waasmunster;HOUSE;HOUSE;531289;FOR_SALE;3;1;143;;;0;;;1;;448;0;;0;
Brugge;APARTMENT_GROUP;APARTMENT_GROUP;;FOR_SALE;;;;;0;0;;;;;;0;;;
Heusy;HOUSE;HOUSE;530190;FOR_SALE;3;2;200;{'surface': 12, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;51;;;712;0;4;;
Bruxelles;APARTMENT;APARTMENT;530000;FOR_SALE;2;2;140;{'surface': 9, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;13;;;;167;2;0;AS_NEW
Gooik;HOUSE;HOUSE;530000;FOR_SALE;3;1;200;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;;;1660;0;4;;GOOD
Ben-Ahin;HOUSE;HOUSE;530000;FOR_SALE;2;2;160;{'surface': 14, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;100;1;10000;10677;0;4;0;AS_NEW
Arlon;HOUSE;HOUSE;530000;FOR_SALE;5;2;379;{'surface': 18, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;115;;;0;0;2;0;GOOD
Braine-l'Alleud;HOUSE;VILLA;530000;FOR_SALE;3;2;146;{'surface': 10, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;26;1;300;680;0;4;0;TO_BE_DONE_UP
Tielt;HOUSE;HOUSE;530000;FOR_SALE;3;;400;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;;;;;380;0;;;
Ixelles;APARTMENT;GROUND_FLOOR;530000;FOR_SALE;2;1;124;{'surface': 12, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;20;1;130;;669;2;0;GOOD
Rixensart;APARTMENT;APARTMENT;530000;FOR_SALE;2;;110;{'surface': 12, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;;;1;180;;0;4;1;AS_NEW
Waterloo;APARTMENT;APARTMENT;530000;FOR_SALE;3;2;154;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;22;;;;0;;;
Opwijk;HOUSE;HOUSE;530000;FOR_SALE;4;1;230;{'surface': 26, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;;;1060;0;4;;AS_NEW
Knokke-Zoute;APARTMENT;APARTMENT;530000;FOR_SALE;2;1;74;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;17;;;;0;;0;AS_NEW
Bruxelles;APARTMENT;APARTMENT;530000;FOR_SALE;3;2;130;;0;0;1;15;;;;130;4;;
Tielt;HOUSE;VILLA;530000;FOR_SALE;4;1;258;{'surface': 17, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;1;1;20;;;705;0;4;0;AS_NEW
Knokke-Heist;APARTMENT;APARTMENT;530000;FOR_SALE;2;1;84;;0;0;;;;;;0;2;0;AS_NEW
Oostende;APARTMENT;APARTMENT;530000;FOR_SALE;3;2;182;;0;0;1;15;;;;0;;0;
Outrijve;HOUSE;HOUSE;530000;FOR_SALE;3;1;;;;0;;;;;1000;0;4;;AS_NEW
Knokke;APARTMENT_GROUP;APARTMENT_GROUP;;FOR_SALE;;;;;;0;;;;;;0;;;
Antwerp;APARTMENT;APARTMENT;530000;FOR_SALE;2;2;143;;;0;1;26;;;;0;2;;
Brugge;HOUSE;OTHER_PROPERTY;530000;FOR_SALE;8;;775;;0;0;;;;;0;0;;0;
Brugge;HOUSE;OTHER_PROPERTY;530000;FOR_SALE;8;;775;;0;0;;;;;0;0;;0;
Aalter;HOUSE;HOUSE;530000;FOR_SALE;4;2;246;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;;;1;;480;0;;0;
Brussel;APARTMENT;APARTMENT;530000;FOR_SALE;2;2;97;{'surface': None, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;9;;;;0;2;0;AS_NEW
Borgerhout;HOUSE;APARTMENT_BLOCK;530000;FOR_SALE;3;3;164;{'surface': None, 'type': 'SEMI_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;6;1;72;191;0;2;;GOOD
Borgerhout;HOUSE;HOUSE;530000;FOR_SALE;3;3;164;{'surface': None, 'type': 'SEMI_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;6;1;72;191;0;2;;GOOD
Ixelles;APARTMENT;APARTMENT;530000;FOR_SALE;3;2;140;{'surface': None, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;;;;;;0;;0;GOOD
Auderghem;HOUSE;MIXED_USE_BUILDING;530000;FOR_SALE;4;2;177;{'surface': None, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;;;;;0;240;3;0;TO_BE_DONE_UP
Adegem;HOUSE;VILLA;530000;FOR_SALE;3;1;260;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;;;991;0;4;0;
Antwerp;APARTMENT;APARTMENT;530000;FOR_SALE;3;1;138;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;68;;;;0;2;;
Andenne;HOUSE;HOUSE;530000;FOR_SALE;8;3;515;{'surface': None, 'type': 'NOT_INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;;;;;4434;0;4;;
Niel;HOUSE;HOUSE;530000;FOR_SALE;5;;869;{'surface': None, 'type': 'SEMI_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;1;;1447;0;;0;TO_BE_DONE_UP
Wezembeek-Oppem;HOUSE;APARTMENT_BLOCK;530000;FOR_SALE;3;2;170;{'surface': 12, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;50;1;200;400;0;2;;TO_RENOVATE
Vremde;HOUSE;HOUSE;530000;FOR_SALE;6;2;245;;;0;;;1;;272;0;;0;
Ieper;APARTMENT;APARTMENT;530000;FOR_SALE;3;;122;;0;0;1;19;;;;0;4;0;GOOD
Ieper;APARTMENT;APARTMENT;530000;FOR_SALE;2;;95;;0;0;1;51;;;;0;4;0;GOOD
Niel;HOUSE;MIXED_USE_BUILDING;530000;FOR_SALE;0;;;;0;0;;;;;0;0;3;;TO_RENOVATE
Steenokkerzeel;HOUSE;VILLA;530000;FOR_SALE;3;1;217;;0;0;1;25;1;600;788;0;4;0;JUST_RENOVATED
Molenbeek-Saint-Jean;HOUSE;HOUSE;530000;FOR_SALE;6;2;340;{'surface': 20, 'type': None, 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;4;1;140;340;0;2;0;
Battice;HOUSE;HOUSE;530000;FOR_SALE;5;1;167;{'surface': 12, 'type': None, 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;45;1;1884;2055;0;4;;
Etterbeek;APARTMENT;APARTMENT;530000;FOR_SALE;3;2;180;{'surface': 20, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;5;;;;0;;0;AS_NEW
La Hulpe;HOUSE;HOUSE;530000;FOR_SALE;0;;247;{'surface': None, 'type': 'NOT_INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;20;;;419;0;3;0;TO_RENOVATE
Brussels City;APARTMENT;APARTMENT;530000;FOR_SALE;3;2;129;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;15;;;;0;4;;
Mechelen;HOUSE;HOUSE;530000;FOR_SALE;3;1;215;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;15;1;465;575;0;3;;AS_NEW
Zoersel;HOUSE;HOUSE;530000;FOR_SALE;3;2;260;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;1;;;1;;786;0;4;1;
Mons;HOUSE;MANSION;530000;FOR_SALE;4;2;758;;;0;1;;;;797;0;3;;TO_BE_DONE_UP
Mons;HOUSE;MANSION;530000;FOR_SALE;4;2;758;;;0;1;;;;797;0;3;;TO_BE_DONE_UP
Knokke-Heist;APARTMENT;APARTMENT;530000;FOR_SALE;2;1;88;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;;;;;;0;2;;AS_NEW
Sint-Idesbald;HOUSE;VILLA;530000;FOR_SALE;3;1;153;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;1;;;;;626;0;;0;TO_RENOVATE
Tournai;HOUSE;MANSION;530000;FOR_SALE;6;1;370;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;;;230;0;2;;
Geel;HOUSE;VILLA;530000;FOR_SALE;4;2;348;;0;0;1;;;;1525;0;4;0;TO_BE_DONE_UP
Oostende;APARTMENT_GROUP;APARTMENT_GROUP;;FOR_SALE;;;;;0;0;;;;;;0;;;
Juprelle;HOUSE;HOUSE;530000;FOR_SALE;3;2;300;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;50;1;800;1124;0;;;
Daverdisse Gembes;HOUSE;HOUSE;530000;FOR_SALE;6;2;291;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};1;0;1;86;1;510;769;260;4;0;AS_NEW
Antwerp;APARTMENT;APARTMENT;530000;FOR_SALE;2;1;90;;;0;1;35;;;;0;;;
Wenduine;HOUSE;HOUSE;530000;FOR_SALE;3;1;146;{'surface': 15, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;1;;630;0;;0;GOOD
Limal (Profondsart);HOUSE;HOUSE;530000;FOR_SALE;5;2;195;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;;;526;235;3;0;AS_NEW
Profondsart;HOUSE;HOUSE;530000;FOR_SALE;5;2;195;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;;;526;235;3;0;AS_NEW
Assebroek;HOUSE;HOUSE;530000;FOR_SALE;3;2;;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;;;;165;0;2;;AS_NEW
Waregem;HOUSE;VILLA;530000;FOR_SALE;3;1;286;;;0;1;;1;;1050;0;;0;AS_NEW
Boninne;HOUSE;HOUSE;530000;FOR_SALE;4;1;220;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;1;;;;;2853;0;4;;
Beersel;HOUSE;VILLA;530000;FOR_SALE;3;1;225;{'surface': 30, 'type': 'NOT_INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;36;1;510;890;0;4;0;AS_NEW
Oostduinkerke;APARTMENT;APARTMENT;530000;FOR_SALE;2;2;;;;0;;;;;;0;;0;AS_NEW
Tiegem;HOUSE_GROUP;HOUSE_GROUP;;FOR_SALE;;;;;;0;;;;;;0;;;
Baelen;HOUSE;HOUSE;529880;FOR_SALE;4;2;156;{'surface': 11, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;28;;;454;0;4;;AS_NEW
Mol;HOUSE;HOUSE;529500;FOR_SALE;4;2;307;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;1;1;;1;;1080;0;4;;GOOD
LIEGE;APARTMENT;APARTMENT;529500;FOR_SALE;3;1;130;{'surface': None, 'type': 'USA_INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;20;;;;0;2;;
Gent;APARTMENT;APARTMENT;529000;FOR_SALE;2;1;86;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};1;0;1;5;;;;0;2;0;AS_NEW
Lier;HOUSE;HOUSE;529000;FOR_SALE;3;2;279;{'surface': 12, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;30;;;215;0;2;;GOOD
Brugge;HOUSE;HOUSE;529000;FOR_SALE;4;1;200;;1;0;;;;;130;0;2;0;AS_NEW
TIHANGE;HOUSE;HOUSE;529000;FOR_SALE;5;2;260;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;1;1;38;1;3250;3961;0;4;;GOOD
Anderlecht;HOUSE;APARTMENT_BLOCK;529000;FOR_SALE;5;2;260;{'surface': 15, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;10;1;40;131;0;2;0;GOOD
De Haan;HOUSE;VILLA;529000;FOR_SALE;4;;202;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;1;;725;0;;0;GOOD
Lokeren;HOUSE;EXCEPTIONAL_PROPERTY;529000;FOR_SALE;3;2;201;{'surface': 38, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;18;1;14;151;137;4;0;GOOD
Eeklo;HOUSE;VILLA;529000;FOR_SALE;4;1;490;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;1;;;1;;1803;0;4;0;GOOD
Antwerp;HOUSE;EXCEPTIONAL_PROPERTY;529000;FOR_SALE;3;2;247;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;19;;;53;0;2;;GOOD
Antwerp;HOUSE;EXCEPTIONAL_PROPERTY;529000;FOR_SALE;4;1;180;{'surface': 16, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;18;1;6;71;0;2;;GOOD
Zandvoorde;HOUSE;APARTMENT_BLOCK;529000;FOR_SALE;2;1;260;;;0;;;;;134;0;;0;TO_BE_DONE_UP
Putte;HOUSE;HOUSE;529000;FOR_SALE;3;1;220;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;9;1;;492;0;3;0;AS_NEW
Antwerpen Wilrijk;HOUSE;HOUSE;529000;FOR_SALE;3;1;183;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;;;1;45;0;183;2;0;AS_NEW
Hoeke;HOUSE;HOUSE;529000;FOR_SALE;4;;213;;0;0;1;;;;606;0;;0;GOOD
Gesves;HOUSE;HOUSE;529000;FOR_SALE;4;1;280;{'surface': 23, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;16;1;1300;1500;0;4;;AS_NEW
Groot-Bijgaarden;HOUSE;HOUSE;529000;FOR_SALE;4;1;172;{'surface': 8, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;1;;217;0;2;;
Ranst;HOUSE;COUNTRY_COTTAGE;529000;FOR_SALE;3;1;200;{'surface': 15, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;1;1;20;1;1;740;0;4;0;AS_NEW
SINT-NIKLAAS;HOUSE;HOUSE;529000;FOR_SALE;3;1;275;{'surface': None, 'type': 'NOT_INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;1;;980;0;4;;
Zaffelare;HOUSE;HOUSE;529000;FOR_SALE;3;1;210;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;;;;;1559;147;4;0;GOOD
