locality;property_type;property_subtype;price;sale_type;bedroom_count;bathroom_count;net_Habital_surface;kitchen;furnished;open_fire;terrace;terrace_surface;garden;garden_surface;land_surface;land_plot_surface;facade_count;pool;building_state
Offagne;HOUSE;APARTMENT_BLOCK;539000;FOR_SALE;10;7;;;0;0;;;;;580;0;4;;TO_RENOVATE
Sint-Agatha-Berchem;HOUSE;VILLA;539000;FOR_SALE;4;2;200;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;;1;485;485;0;4;0;GOOD
Antwerpen;HOUSE;MANSION;539000;FOR_SALE;6;3;300;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;1;1;10;;;90;0;2;0;TO_BE_DONE_UP
Merksplas;HOUSE;HOUSE;539000;FOR_SALE;3;1;;{'surface': 28, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;40;1;1;605;0;3;0;AS_NEW
Ixelles;APARTMENT;APARTMENT;539000;FOR_SALE;3;1;135;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;;;;;0;2;;GOOD
Merchtem;HOUSE;HOUSE;539000;FOR_SALE;4;1;207;{'surface': 14, 'type': None, 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;;;;1340;0;3;;GOOD
Mechelen;HOUSE;EXCEPTIONAL_PROPERTY;539000;FOR_SALE;3;1;270;{'surface': 15, 'type': None, 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;;1;67;150;0;2;;GOOD
Geraardsbergen;HOUSE;HOUSE;539000;FOR_SALE;3;1;;;;0;;;;;1754;0;4;;AS_NEW
Roeselare;HOUSE;HOUSE;539000;FOR_SALE;4;1;;;;0;;;;;850;0;;0;AS_NEW
Bassevelde;HOUSE;HOUSE;538911;FOR_SALE;4;1;210;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;;;;;465;0;;0;
Roosdaal;HOUSE;HOUSE;538831;FOR_SALE;1;1;246;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;;;;;622;0;;0;
Hofstade;HOUSE;HOUSE;538125;FOR_SALE;3;2;;;;0;;;;;652;0;;0;
Bierbeek;APARTMENT;DUPLEX;538000;FOR_SALE;3;2;;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;;;;0;;;AS_NEW
Berlaar;HOUSE;VILLA;538000;FOR_SALE;3;1;;;;0;;;;;0;0;;0;
Roeselare;APARTMENT;APARTMENT;537500;FOR_SALE;1;1;;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;71;1;;;0;;0;
Brasschaat;HOUSE;HOUSE;537000;FOR_SALE;3;2;185;{'surface': 12, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;1;1;10;1;406;484;78;3;0;JUST_RENOVATED
Gooik;HOUSE;HOUSE;536949;FOR_SALE;3;1;170;;;0;;;;;713;0;;0;
Gent;APARTMENT_GROUP;APARTMENT_GROUP;;FOR_SALE;;;;;;0;;;;;;0;;;
Gent;APARTMENT;APARTMENT;536867;FOR_SALE;3;1;124;{'surface': 11, 'type': None, 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;19;1;;;0;;0;
Zwijnaarde;APARTMENT;APARTMENT;536867;FOR_SALE;3;1;124;{'surface': 11, 'type': None, 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;19;1;;;0;;0;
Galmaarden;HOUSE;HOUSE;536845;FOR_SALE;3;1;190;;;0;;;1;;2412;0;;0;
Veltem-Beisem;HOUSE;HOUSE;536641;FOR_SALE;3;;110;;;0;;;;;980;110;;0;
Nazareth;HOUSE;HOUSE;536500;FOR_SALE;4;;222;;;0;;;1;1;823;0;3;;
Gavere;HOUSE;HOUSE;536000;FOR_SALE;5;2;274;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;;;;;447;0;;0;
Leuven;HOUSE;HOUSE;535900;FOR_SALE;3;2;128;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;20;;;0;0;2;;
Heusy;HOUSE;HOUSE;535720;FOR_SALE;4;2;226;{'surface': 14, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;51;;;655;0;4;;
Deerlijk;HOUSE;HOUSE;535620;FOR_SALE;4;;201;;;0;;;;;850;0;4;;
Oostende;APARTMENT_GROUP;APARTMENT_GROUP;;FOR_SALE;;;;;0;0;;;;;;0;;;
Erpe-Mere;HOUSE;HOUSE;535310;FOR_SALE;5;2;204;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;;;1;;484;0;;0;
Lochristi;HOUSE_GROUP;HOUSE_GROUP;;FOR_SALE;;;;;;0;;;;;;0;;;
Roeselare;APARTMENT_GROUP;APARTMENT_GROUP;;FOR_SALE;;;;;;0;;;;;;0;;;
Roeselare;APARTMENT_GROUP;APARTMENT_GROUP;;FOR_SALE;;;;;;0;;;;;;0;;;
Bruxelles;APARTMENT;LOFT;535000;FOR_SALE;2;1;168;{'surface': None, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;19;;;;0;3;0;AS_NEW
Sint-Andries;APARTMENT_GROUP;APARTMENT_GROUP;;FOR_SALE;;;;;;0;;;;;;0;;;
Wavre;HOUSE;HOUSE;535000;FOR_SALE;3;2;142;{'surface': 17, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;25;1;11;1187;173;4;0;AS_NEW
FRASNES-LEZ-BUISSENAL;HOUSE;COUNTRY_COTTAGE;535000;FOR_SALE;3;1;224;{'surface': 10, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;;;750;0;4;;GOOD
Mechelen;APARTMENT;APARTMENT;535000;FOR_SALE;3;2;380;{'surface': 10, 'type': 'SEMI_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;21;;;;0;2;;TO_BE_DONE_UP
Zedelgem;HOUSE;VILLA;535000;FOR_SALE;4;1;223;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;1;1;40;;;2051;0;4;;GOOD
Middelkerke;APARTMENT;APARTMENT;535000;FOR_SALE;2;1;81;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;;;;;;0;2;;GOOD
Wépion;HOUSE;VILLA;535000;FOR_SALE;4;2;235;{'surface': None, 'type': 'USA_INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;60;1;3700;3983;0;4;0;GOOD
Lille;HOUSE;HOUSE;535000;FOR_SALE;3;2;212;{'surface': 25, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;50;1;558;770;770;4;0;AS_NEW
Heist-aan-Zee;HOUSE;HOUSE;535000;FOR_SALE;5;3;287;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;;;;;0;0;2;;GOOD
Bruxelles;APARTMENT;APARTMENT;535000;FOR_SALE;2;2;171;{'surface': 18, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;9;;;;0;3;0;GOOD
Turnhout;APARTMENT;LOFT;535000;FOR_SALE;2;1;180;{'surface': None, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;1;;;1;70;;0;3;0;AS_NEW
Oostende;APARTMENT;APARTMENT;535000;FOR_SALE;2;2;122;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;275;;;;0;;0;AS_NEW
HÉRINNES;HOUSE;VILLA;535000;FOR_SALE;4;2;370;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;1;;2151;0;4;;
Ixelles;HOUSE;APARTMENT_BLOCK;535000;FOR_SALE;4;1;200;;0;0;;;1;120;207;0;;;
Achet;HOUSE;HOUSE;535000;FOR_SALE;5;2;220;{'surface': None, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;;;1;1374;1374;0;4;0;AS_NEW
Bruxelles;APARTMENT;DUPLEX;535000;FOR_SALE;2;;;;0;0;1;1;;;;0;1;0;AS_NEW
Jabbeke;HOUSE;HOUSE;535000;FOR_SALE;4;1;168;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;;;1016;0;4;0;GOOD
Meise;APARTMENT_GROUP;APARTMENT_GROUP;;FOR_SALE;;;;;;0;;;;;;0;;;
Antwerp;APARTMENT_GROUP;APARTMENT_GROUP;;FOR_SALE;;;;;;0;;;;;;0;;;
Izegem;APARTMENT_GROUP;APARTMENT_GROUP;;FOR_SALE;;;;;;0;;;;;;0;;;
Waterloo;APARTMENT;APARTMENT;535000;FOR_SALE;3;2;138;{'surface': 12, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;37;;;;0;2;;
Sint-Andries;HOUSE;MIXED_USE_BUILDING;535000;FOR_SALE;5;1;451;;;0;1;;;;476;0;;0;
Blankenberge;APARTMENT;APARTMENT;535000;FOR_SALE;2;2;142;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;15;;;;0;;;
Arlon;APARTMENT;GROUND_FLOOR;535000;FOR_SALE;2;1;135;{'surface': 20, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;35;;;;0;2;0;AS_NEW
Dendermonde;HOUSE;HOUSE;535000;FOR_SALE;3;1;215;;0;0;;;1;145;145;0;2;0;AS_NEW
Blankenberge;APARTMENT_GROUP;APARTMENT_GROUP;;FOR_SALE;;;;;0;0;;;;;;0;;;
Kortrijk;APARTMENT;APARTMENT;535000;FOR_SALE;3;;119;;;0;1;18;;;;0;;0;
La Hulpe;HOUSE;MIXED_USE_BUILDING;535000;FOR_SALE;2;2;287;;0;0;;;;;135;0;3;;GOOD
Rixensart;HOUSE;HOUSE;535000;FOR_SALE;4;2;165;{'surface': None, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;40;1;614;614;0;3;1;GOOD
Nivelles;HOUSE;HOUSE;535000;FOR_SALE;4;1;170;{'surface': 10, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;20;1;250;393;0;2;0;AS_NEW
Elsene;APARTMENT;APARTMENT;535000;FOR_SALE;2;1;140;{'surface': 10, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;2;;;;0;;0;GOOD
Middelkerke;APARTMENT;APARTMENT;535000;FOR_SALE;2;1;81;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;;;;;;0;2;;GOOD
Antwerp;HOUSE;MANSION;535000;FOR_SALE;3;1;161;;0;0;1;20;;;90;0;2;;GOOD
Putte;HOUSE;HOUSE;535000;FOR_SALE;4;1;240;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;1;1;;1;;1055;0;4;;GOOD
Coxyde;HOUSE;VILLA;535000;FOR_SALE;4;2;;{'surface': None, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;1;1;30;1;370;500;0;4;1;GOOD
Antwerp;HOUSE;HOUSE;535000;FOR_SALE;3;1;161;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;16;;;95;0;2;;
Zeebrugge;APARTMENT;APARTMENT;535000;FOR_SALE;3;;128;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;16;;;;0;;0;AS_NEW
Zeebrugge;APARTMENT;APARTMENT;535000;FOR_SALE;3;;119;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;27;;;;0;;0;AS_NEW
Oostende;APARTMENT;APARTMENT;535000;FOR_SALE;2;;91;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;45;;;;0;;1;AS_NEW
Dilbeek;HOUSE;HOUSE;535000;FOR_SALE;5;2;284;{'surface': 12, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;31;1;800;986;0;3;;GOOD
Meerhout;HOUSE;HOUSE;535000;FOR_SALE;4;;247;{'surface': 17, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;1;;980;0;;0;AS_NEW
Braine-l'Alleud;HOUSE;VILLA;535000;FOR_SALE;3;1;240;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;25;1;100;640;0;4;;
Galmaarden;HOUSE;VILLA;535000;FOR_SALE;5;2;245;{'surface': None, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;;;788;0;4;;AS_NEW
Keerbergen;HOUSE;HOUSE;535000;FOR_SALE;3;1;134;{'surface': 9, 'type': None, 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;;;;1719;180;4;;JUST_RENOVATED
Antwerpen;APARTMENT;PENTHOUSE;535000;FOR_SALE;2;1;130;{'surface': 30, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;40;;;;0;2;;GOOD
Brugge;HOUSE;MANSION;535000;FOR_SALE;3;1;207;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;;;;111;0;2;;AS_NEW
Galmaarden;HOUSE;VILLA;535000;FOR_SALE;2;1;150;{'surface': 14, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;60;;;0;0;4;;GOOD
Herne;HOUSE;VILLA;535000;FOR_SALE;5;2;245;{'surface': None, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;;;788;0;4;;AS_NEW
Geraardsbergen;HOUSE;VILLA;535000;FOR_SALE;5;2;245;{'surface': None, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;;;788;0;4;;AS_NEW
Halle;HOUSE;VILLA;535000;FOR_SALE;3;1;165;{'surface': 16, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;;;;0;0;4;;GOOD
Halle Buizingen;HOUSE;VILLA;535000;FOR_SALE;3;1;165;{'surface': 16, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;;;;0;0;4;;GOOD
Beersel;HOUSE;VILLA;535000;FOR_SALE;3;1;165;{'surface': 16, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;;;;0;0;4;;GOOD
Sint-andries;APARTMENT;APARTMENT;535000;FOR_SALE;2;1;139;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;19;;;;0;4;0;AS_NEW
Knokke-Heist;APARTMENT;APARTMENT;535000;FOR_SALE;2;;;;;0;;;;;;0;;;
Bertem;HOUSE;HOUSE;535000;FOR_SALE;3;1;165;{'surface': 14, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;25;1;;378;0;2;0;AS_NEW
Schaerbeek;HOUSE;HOUSE;535000;FOR_SALE;4;1;255;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;;;1;180;277;0;2;;GOOD
Evere;HOUSE;HOUSE;535000;FOR_SALE;4;1;255;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;;;1;180;277;0;2;;GOOD
Middelkerke;APARTMENT;APARTMENT;535000;FOR_SALE;2;1;81;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;;;;;;0;2;;GOOD
Mechelen;HOUSE;HOUSE;535000;FOR_SALE;2;1;195;;0;0;1;;;;227;0;3;0;GOOD
Antwerp;APARTMENT;DUPLEX;535000;FOR_SALE;1;1;140;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;1;1;40;;;;0;;0;AS_NEW
Beringen;HOUSE;VILLA;535000;FOR_SALE;7;4;334;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;1;;1078;0;4;0;AS_NEW
Beverlo;HOUSE;VILLA;535000;FOR_SALE;7;4;334;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;1;;1078;0;4;0;AS_NEW
Koersel;HOUSE;VILLA;535000;FOR_SALE;7;4;334;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;1;;1078;0;4;0;AS_NEW
Paal;HOUSE;VILLA;535000;FOR_SALE;7;4;334;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;1;;1078;0;4;0;AS_NEW
Genk;APARTMENT_GROUP;APARTMENT_GROUP;;FOR_SALE;;;;;0;0;;;;;;0;;;
Heist-aan-Zee;HOUSE;HOUSE;535000;FOR_SALE;5;2;210;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;25;1;;72;0;2;0;GOOD
Schilde;HOUSE;HOUSE;535000;FOR_SALE;2;1;160;;;1;1;;;;1335;0;4;;GOOD
Kortrijk;APARTMENT;APARTMENT;535000;FOR_SALE;2;1;105;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;16;1;;;0;;0;
Kortrijk;APARTMENT;APARTMENT;535000;FOR_SALE;2;1;101;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;19;1;;;0;;0;
Knokke-Heist;HOUSE;HOUSE;535000;FOR_SALE;5;3;287;{'surface': 18, 'type': None, 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;21;1;22;72;0;2;;
Wépion;HOUSE;HOUSE;535000;FOR_SALE;2;;370;;;0;;;;;850;0;2;0;
Kortrijk;APARTMENT;APARTMENT;535000;FOR_SALE;2;2;119;{'surface': None, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;18;;;;0;3;;
Lievegem;APARTMENT_GROUP;APARTMENT_GROUP;;FOR_SALE;;;;;;0;;;;;;0;;;
Antwerp;HOUSE;HOUSE;535000;FOR_SALE;1;1;;;;0;1;;;;0;0;;1;
